pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,st_mass
"HD 68402 b",12.60000000,2510.84441530,1103.00000000000,196.26,5950.00,1.020000,1.120000
"GJ 3138 b",1.18000000,1.78000000,1.22003000000,902.98,3717.00,0.500000,0.681000
"MOA-2012-BLG-006L b",12.60000000,2700.00000000,,,,,0.490000
"WASP-105 b",10.76064000,572.09400000,7.87288000000,900.00,5070.00,0.900000,0.890000
"HD 147873 c",13.30000000,731.00900000,491.54000000000,373.68,5972.00,2.290000,1.380000
"HD 128356 b",13.90000000,282.86870000,298.20000000000,232.36,4875.00,0.850000,0.650000
"GJ 3138 d",3.23000000,10.50000000,257.80000000000,151.70,3717.00,0.500000,0.681000
"TYC 3318-01333-1 b",13.10000000,1086.97860000,562.00000000000,470.43,4776.00,5.900000,1.190000
"GJ 625 b",1.49000000,2.82000000,14.62800000000,335.59,3499.00,0.310000,0.300000
"GJ 3323 c",1.32000000,2.31000000,40.54000000000,147.80,3159.00,0.119000,0.164000
"BD+48 740 b",13.50000000,540.31100000,733.00000000000,538.94,4534.00,10.330000,1.090000
"K2-21 b",1.84000000,4.04000000,9.32503800000,500.00,4222.06,0.646783,0.676023
"K2-4 b",2.10000000,5.06000000,10.00341700000,563.00,4014.73,0.569359,0.635026
"K2-21 c",2.49000000,6.76000000,15.50192000000,420.00,4222.06,0.646783,0.676023
"WASP-141 b",13.56289000,854.96270000,3.31065100000,1540.00,5900.00,1.370000,1.250000
"K2-31 b",11.88154000,563.83042000,1.25785000000,1688.00,5280.00,0.780000,0.910000
"GJ 3293 e",1.63000000,3.28000000,13.25430000000,370.79,3466.00,0.404000,0.420000
"GJ 3293 d",2.67000000,7.60000000,48.13450000000,241.22,3466.00,0.404000,0.420000
"K2-149 b",1.64000000,3.33000000,11.33200000000,472.41,3745.00,0.568000,0.595000
"KELT-21 b",17.77747400,1242.71530000,3.61276470000,2051.00,7598.00,1.638000,1.458000
"K2-125 b",2.18000000,5.39000000,21.75026400000,321.22,3654.47,0.402049,0.494727
"V830 Tau b",14.00000000,222.48100000,4.92700000000,1213.95,4250.00,2.000000,1.000000
"HATS-31 b",18.38276000,279.69040000,3.37796000000,1823.00,6050.00,1.870000,1.275000
"Kepler-150 f",3.64000000,12.90000000,637.20930000000,227.77,5528.00,0.905339,0.970000
"Qatar-3 b",12.28506400,1369.84730000,2.50792040000,1681.00,6007.00,1.272000,1.145000
"K2-160 b",3.17824034,10.20000000,3.70587100000,,5649.00,0.913754,0.982829
"K2-128 b",1.42000000,2.60000000,5.67581900000,803.10,4469.51,0.777569,0.711248
"HATS-34 b",16.02887000,299.07803000,2.10616070000,1445.00,5380.00,0.980000,0.955000
"KELT-18 b",17.59813000,375.03940000,2.87175180000,2085.00,6670.00,1.908000,1.524000
"K2-163 b",2.46610713,6.65000000,6.67311700000,,4937.00,0.762201,0.826112
"K2-165 b",1.27443657,2.17000000,2.35499200000,,5185.00,0.803827,0.834847
"K2-35 c",1.93000000,4.38000000,5.60835200000,766.00,4402.71,0.619575,0.701968
"HATS-35 b",16.40997600,388.38826000,1.82099930000,2037.00,6300.00,1.433000,1.317000
"OGLE-2016-BLG-1195L b",1.11000000,1.43000000,,,,,0.078000
"K2-175 b",2.03803688,4.81000000,9.52598800000,,5909.00,1.420038,1.094693
"K2-165 c",1.55409035,3.03000000,4.38274500000,,5185.00,0.803827,0.834847
"K2-116 b",0.69000000,0.25700000,4.65541100000,783.03,4348.35,0.669400,0.694512
"K2-102 b",1.30000000,2.24000000,9.91561500000,,4695.00,0.710000,0.770000
"XO-6 b",23.20263000,1398.45200000,3.76500070000,1577.00,6720.00,1.930000,1.470000
"HD 6434 b",14.20000000,155.73670000,21.99800000000,786.83,5769.00,1.120000,1.100000
"HD 68988 b",13.40000000,626.12510000,6.27711000000,1179.39,5932.00,1.190000,1.280000
"HD 220074 b",12.20000000,5288.69120000,672.09998000000,1069.88,3787.00,54.920000,2.200000
"WASP-58 b",16.02887000,308.29510000,5.01718000000,1270.00,5800.00,1.220000,1.060000
"K2-231 b",2.50000000,6.80000000,13.84190100000,,5695.00,0.950000,1.010000
"HATS-39 b",17.59813000,200.23290000,4.57763480000,1645.00,6572.00,1.621000,1.379000
"HD 137388 b",9.32000000,63.56600000,330.00000000000,248.42,5181.00,0.880000,0.680000
"HD 13931 b",13.20000000,889.91953960,4218.00000000000,139.38,5867.00,1.250000,1.300000
"HD 7199 b",,3639.13526015,615.00000000000,218.73,5371.00,0.970000,0.770000
"HD 75289 b",14.20000000,155.73670000,3.50927000000,1260.00,6117.00,1.230000,1.290000
"WASP-72 b",14.45961000,731.00900000,2.21673000000,2210.00,6250.00,2.180000,2.780000
"HATS-40 b",17.71022000,505.34970000,3.26427360000,2101.00,6460.00,2.260000,1.561000
"HATS-41 b",14.90797000,3082.95100000,4.19364900000,1710.00,6424.00,1.710000,1.496000
"HD 142022 A b",12.90000000,1433.40611557,1928.00000000000,155.74,5421.00,1.040000,0.900000
"HD 145377 b",12.80000000,1913.33660000,103.95000000000,442.98,6014.00,1.050000,1.200000
"HD 76700 b",9.60000000,66.74430000,3.97097000000,1424.61,5644.00,1.370000,0.990000
"HD 82886 b",13.30000000,740.54390000,705.00000000000,435.78,4953.00,5.260000,2.530000
"HD 24040 b",12.90000000,1589.14203500,3668.00000000000,143.81,5802.00,1.300000,1.110000
"HD 222155 b",13.40000000,581.62598481,3999.00000000000,164.93,5701.00,1.850000,1.210000
"HD 158996 b",12.30000000,4449.62000000,820.20000000000,960.27,4069.00,50.300000,1.800000
"KPS-1 b",11.54527000,346.43470000,1.70629100000,1459.00,5165.00,0.907000,0.892000
"HD 154672 b",12.80000000,1706.74710000,163.94000000000,410.76,5743.00,1.320000,1.180000
"KELT-6 b",14.57170000,165.27160000,7.84570000000,1313.00,6102.00,1.730000,1.420000
"HAT-P-49 b",17.82231000,699.22600000,2.69155000000,2131.00,6820.00,2.060000,2.220000
"K2-155 c",2.60000000,7.27000000,13.85000000000,583.00,4258.00,0.580000,0.650000
"HD 158038 b",13.50000000,486.27990000,521.00000000000,405.91,4860.00,4.500000,1.300000
"HR 810 b",12.70000000,1970.53612340,302.79999000000,329.57,6167.00,1.130000,1.340000
"BD-13 2130 b",12.50000000,3108.37740000,714.29999000000,744.77,4545.00,19.170000,2.120000
"HD 285507 b",13.80000000,311.47340000,6.08810000000,736.35,4503.00,0.690000,0.820000
"WASP-117 b",11.88154000,95.34900000,10.02165000000,1001.00,6040.00,1.220000,1.290000
"K2-155 d",1.90000000,4.27000000,40.71800000000,381.00,4258.00,0.580000,0.650000
"HD 16175 b",12.80000000,1875.18760130,990.00000000000,259.78,5981.00,1.720000,1.630000
"HD 16141 b",10.90000000,82.63580000,75.52300000000,562.87,5757.00,1.480000,1.110000
"WASP-11 b",12.44199000,251.08570000,3.72247000000,992.00,4800.00,0.890000,1.420000
"WASP-13 b",13.67498000,114.41880000,4.35301000000,1531.00,5950.00,1.370000,0.720000
"WASP-95 b",13.78707000,457.67520000,2.18467000000,1570.00,5830.00,1.230000,1.460000
"WASP-97 b",12.77826000,432.24880000,2.07276000000,1555.00,5640.00,1.080000,1.180000
"11 UMi b",12.30000000,4684.81420000,516.21997000000,896.43,4213.00,29.790000,2.780000
"BD-08 2823 b",,2948.49413174,5.60000000000,798.86,4816.00,0.710000,0.500000
"HD 1690 b",12.50000000,2793.72570000,533.00000000000,841.73,4374.00,21.660000,1.860000
"WASP-14 b",15.46842000,2809.61720000,2.24375000000,1872.00,6475.00,1.400000,1.620000
"WASP-101 b",16.02887000,162.09330000,3.58572000000,1560.00,6380.00,1.310000,1.410000
"BD-10 3166 b",14.10000000,187.51970000,3.48777000000,1240.38,5393.00,0.910000,1.470000
"GJ 86 b",12.90000000,1404.80860000,15.76491000000,661.12,5182.00,0.770000,0.930000
"WASP-22 b",13.78707000,212.94610000,3.53269000000,1502.00,6000.00,1.240000,1.460000
"HD 95127 b",12.40000000,3378.53290000,482.00000000000,1151.28,4218.00,41.010000,3.700000
"WASP-82 b",18.15858000,371.86110000,2.70579000000,2190.00,6480.00,2.100000,1.480000
"HD 204941 b",10.10000000,73.10090000,1733.00000000000,134.04,5026.00,0.780000,0.580000
"WASP-29 b",8.63093000,73.10090000,3.92273000000,970.00,4800.00,0.790000,0.770000
"WASP-26 b",13.56289000,270.15550000,2.75660000000,1650.00,6034.00,1.220000,0.860000
"K2-164 b",3.24925008,10.60000000,17.35506600000,,5791.00,2.196069,1.180894
"K2-169 b",1.27328671,2.16000000,6.38080300000,,5548.00,0.919053,0.986144
"HAT-P-22 b",12.89035000,785.04010000,3.21222000000,1463.00,5302.00,1.110000,1.130000
"HAT-P-24 b",14.57170000,238.37250000,3.35524000000,1637.00,6373.00,1.380000,1.370000
"HD 212301 b",14.20000000,162.09330000,2.24571000000,1870.75,6239.00,1.160000,1.550000
"WASP-38 b",13.78707000,1093.33520000,6.87188000000,1250.00,6180.00,1.520000,1.760000
"K2-170 b",1.41817537,2.60000000,7.57654400000,,5748.00,0.981614,0.963657
"K2-171 b",2.68657205,7.69000000,5.62846600000,,5250.00,1.717458,0.891587
"HAT-P-29 b",13.11453000,279.69040000,5.72319000000,1281.00,6087.00,1.300000,1.450000
"HD 213240 b",12.80000000,1655.88600047,882.70001000000,257.70,5979.00,1.510000,1.570000
"HD 215497 b",,1588.82420659,3.93404000000,1015.96,5110.00,0.850000,0.670000
"WASP-41 b",12.32990000,270.15550000,3.05240000000,1244.00,5545.00,0.830000,0.810000
"WASP-48 b",16.81350000,254.26400000,2.14363000000,2035.00,5920.00,1.580000,0.880000
"K2-172 b",1.66608079,3.42000000,14.31694100000,,5569.00,0.868889,0.934356
"K2-172 c",3.20569097,10.40000000,29.62682000000,,5569.00,0.868889,0.934356
"K2-190 b",1.35673729,2.41000000,10.09885800000,,5631.00,0.912206,0.904597
"HAT-P-5 b",13.56289000,311.47340000,2.78849000000,1517.00,5960.00,1.120000,1.040000
"HAT-P-6 b",16.58932000,419.53560000,3.85298000000,1675.00,6570.00,1.620000,1.790000
"HD 218566 b",9.32000000,63.56600000,225.70000000000,253.15,4730.00,0.850000,0.760000
"HD 240237 b",12.20000000,5050.31870000,745.70001000000,1153.09,3926.00,71.230000,8.760000
"XO-1 b",12.77826000,263.79890000,3.94153000000,1210.00,5750.00,0.880000,0.880000
"XO-4 b",14.01125000,451.31860000,4.12508000000,1630.00,6397.00,1.450000,1.100000
"K2-191 b",1.57889322,3.12000000,2.85864600000,,5176.00,0.839696,0.900994
"K2-200 b",1.36439870,2.43000000,2.84988300000,,5233.00,0.791736,0.860208
"HD 101930 b",10.60000000,79.45750000,70.46000000000,417.04,5108.00,0.860000,0.570000
"HD 2638 b",14.30000000,133.48860000,3.44420000000,1212.27,5186.00,0.940000,0.770000
"HD 30562 b",13.60000000,467.20775829,1157.00000000000,235.27,5882.00,1.610000,1.120000
"KELT-2 A b",15.13215000,540.31100000,4.11379000000,2080.00,6327.00,1.930000,1.540000
"Pr0201 b",14.20000000,171.62820000,4.42640000000,1303.39,6174.00,1.150000,1.240000
"K2-173 b",1.60826194,3.22000000,5.86869900000,,5580.00,0.843154,0.881538
"HD 102195 b",14.20000000,130.31030000,4.11377000000,1035.17,5301.00,0.820000,0.760000
"HD 102117 b",8.47000000,54.03110000,20.81330000000,780.86,5655.00,1.230000,1.060000
"HD 330075 b",14.30000000,152.55840000,3.38773000000,990.00,5000.00,0.840000,0.470000
"HD 34445 b",13.90000000,260.62060000,1049.00000000000,231.47,5879.00,1.380000,1.140000
"HD 77338 b",4.12000000,15.90000000,5.73610000000,1035.54,5341.00,0.970000,1.370000
"HAT-P-40 b",17.03768000,152.55840000,4.45724000000,1770.00,6080.00,1.940000,1.030000
"HD 215152 c",,468.79690033,7.28243000000,783.20,4935.00,0.730000,0.770000
"HD 215152 d",,770.41605857,10.86499000000,685.43,4935.00,0.730000,0.770000
"HD 103197 b",5.83000000,28.60470000,47.84000000000,474.97,5250.00,0.880000,0.800000
"HD 108874 b",13.60000000,451.31860000,394.48123000000,271.33,5600.00,1.050000,1.100000
"HD 40979 b",12.90000000,1484.26610000,264.14999000000,354.69,6165.00,1.210000,1.450000
"HD 4203 b",13.30000000,708.76090000,431.88000000000,297.28,5596.00,1.420000,1.250000
"WASP-49 b",12.44199000,117.59710000,2.78174000000,1400.00,5600.00,0.970000,0.920000
"UKIRT-2017-BLG-001L b",13.70000000,407.00000000,,,,,0.810000
"HD 121504 b",13.60000000,479.92330000,63.33000000000,523.32,6027.00,1.070000,1.620000
"HD 47186 b",5.02000000,22.24810000,4.08450000000,1267.79,5657.00,1.080000,0.960000
"WASP-66 b",15.69260000,746.90050000,4.08605000000,1569.70,6600.00,1.760000,1.330000
"WASP-67 b",12.89035000,136.66690000,4.61442000000,1003.00,5200.00,0.880000,0.910000
"K2-197 b",2.56000000,7.08000000,8.35788100000,848.00,5667.00,0.930000,1.000000
"HD 185269 b",13.80000000,321.00830000,6.83776000000,1455.61,5923.00,2.000000,1.300000
"HD 181342 b",13.20000000,807.28820000,564.10000000000,410.15,4945.00,4.710000,1.690000
"K2-240 b",2.00000000,4.66000000,6.03400000000,586.00,3810.00,0.540000,0.580000
"CoRoT-20 c",12.20000000,5403.11000000,1675.00000000000,168.16,5880.00,1.020000,1.140000
"HD 89345 b",7.39794000,34.96130000,11.81430000000,1089.00,5576.00,1.747000,1.157000
"WASP-158 b",11.99363000,886.74570000,3.65633300000,1590.00,6350.00,1.390000,1.380000
"HD 200964 b",13.50000000,508.21017000,606.30000000000,425.95,4982.00,4.920000,1.390000
"K2-238 b",14.57170000,273.33380000,3.20466000000,1587.00,5630.00,1.590000,1.190000
"WASP-162 b",11.20900000,1652.71600000,9.62468000000,910.00,5300.00,1.110000,0.950000
"WASP-168 b",16.81350000,133.48860000,4.15365800000,1340.00,6000.00,1.120000,1.080000
"HD 28678 b",13.50000000,490.09386000,380.20000000000,561.84,4972.00,6.480000,1.530000
"HD 30856 b",13.50000000,491.68301000,847.00000000000,364.02,4895.00,4.400000,1.170000
"OGLE-2014-BLG-1722L c",11.00000000,83.70000000,,,,,0.400000
"K2-244 b",1.75000000,3.71000000,21.06884000000,638.00,5677.00,0.920000,0.860000
"K2-266 b",3.30000000,11.26782377,0.65852400000,1515.00,4285.00,0.703000,0.686000
"K2-266 c",0.70500000,0.29013072,7.81400000000,664.50,4285.00,0.703000,0.686000
"WASP-173 A b",13.45080000,1172.79270000,1.38665318000,1880.00,5800.00,1.110000,1.050000
"OGLE-2011-BLG-0173L b",9.01000000,60.00000000,,,,,0.410000
"HD 5319 b",13.50000000,494.54348000,637.10000000000,377.72,4871.00,4.060000,1.270000
"K2-159 b",2.26000000,5.73000000,12.42205000000,684.00,5425.00,0.830000,0.900000
"K2-266 e",2.73000000,14.30000000,19.48200000000,490.10,4285.00,0.703000,0.686000
"K2-266 d",2.93000000,8.90000000,14.69700000000,538.30,4285.00,0.703000,0.686000
"WASP-147 b",12.49803500,87.40325000,4.60273000000,1404.00,5702.00,1.429000,1.044000
"WASP-160 B b",12.21781000,88.35674000,3.76849520000,1119.00,5298.00,0.868000,0.870000
"HD 95089 c",13.10000000,1096.51350000,1785.00000000000,292.91,4918.00,5.080000,1.540000
"K2-166 b",2.19000000,5.43000000,8.52695000000,1140.00,5960.00,1.610000,1.160000
"HATS-36 b",12.92000000,1022.14128000,4.17518600000,1203.00,5950.00,1.100000,1.100000
"WASP-165 b",14.12334000,209.13214000,3.46550900000,1624.00,5599.00,1.750000,1.248000
"HD 96063 b",13.70000000,403.64410000,362.50000000000,500.75,5020.00,4.750000,1.370000
"K2-228 b",1.21000000,1.92000000,2.69828000000,914.00,4715.00,0.650000,0.710000
"K2-283 b",3.52000000,12.20000000,1.92103600000,1186.00,5060.00,0.820000,0.890000
"K2-151 b",1.49000000,2.83000000,3.83547600000,566.00,3695.00,0.450000,0.470000
"K2-281 b",8.18000000,50.90000000,8.68772100000,665.00,4812.00,0.760000,0.820000
"K2-216 b",1.75000000,8.00000000,2.17480000000,1103.00,4503.00,0.720000,0.700000
"HD 5319 c",13.80000000,334.67499000,872.20000000000,340.67,4871.00,4.060000,1.270000
"K2-230 b",1.96000000,4.50000000,2.86041000000,1529.00,5945.00,1.390000,1.110000
"K2-188 b",1.35000000,2.39000000,1.74216900000,1692.00,5977.00,1.190000,1.060000
"GJ 96 b",4.67000000,19.66000000,73.94000000000,257.81,3785.00,0.580612,0.600000
"KMT-2016-BLG-1820L b",12.90000000,1450.00000000,,,,,0.039000
"HD 94834 b",13.70000000,400.46580000,1576.00000000000,286.45,4798.00,4.200000,1.110000
"K2-153 b",2.00000000,4.66000000,7.51574000000,497.00,3845.00,0.530000,0.550000
"HATS-11 b",18.03000000,263.79890000,3.61918800000,1596.00,6563.00,1.540000,1.330000
"KMT-2016-BLG-2142L b",12.20000000,4923.00000000,,,,,0.073000
"MOA-2015-BLG-337L b",6.42000000,33.70000000,,,,,0.009400
"K2-241 b",2.55000000,7.04000000,26.81990000000,507.00,5262.00,0.750000,0.710000
"K2-117 c",2.06000000,4.90000000,5.44401700000,537.00,3778.00,0.510000,0.540000
"K2-284 b",2.78000000,8.15000000,4.79506900000,653.00,4140.00,0.607000,0.630000
"MOA-2016-BLG-319L b",14.10000000,200.00000000,,,,,0.150000
"HD 12648 b",13.40000000,622.94680000,133.60001000000,1053.23,4835.00,11.020000,0.670000
"K2-243 b",2.17000000,5.35000000,11.54182000000,1035.00,6570.00,1.390000,1.290000
"K2-117 b",2.03000000,4.78000000,1.29160000000,868.00,3778.00,0.510000,0.540000
"K2-312 c",12.80000000,1681.31227303,871.32000000000,229.00,5959.00,1.199000,1.150000
"K2-245 b",4.34000000,17.40000000,11.89307000000,923.00,5793.00,1.250000,0.830000
"K2-270 c",2.95000000,9.01000000,4.40002800000,848.00,4877.00,0.770000,0.850000
"HATS-59 b",12.62133400,256.17098000,5.41608100000,1128.00,5670.00,1.036000,1.038000
"KELT-15 b",19.50366000,416.35730000,3.32944000000,1642.00,6003.00,1.780000,2.060000
"K2-247 b",2.12000000,5.14000000,2.25021000000,979.00,4667.00,0.690000,0.740000
"EPIC 211945201 b",5.76000000,11.00000000,19.49221000000,817.00,6069.00,1.390000,1.170000
"CoRoT-21 b",14.57170000,718.29580000,2.72474000000,2044.44,6200.00,1.950000,1.290000
"70 Vir b",12.60000000,2380.45000000,116.68800000000,525.24,5495.00,1.890000,1.090000
"K2-39 b",6.27704000,28.60470000,4.60543000000,1670.00,4881.00,2.970000,0.660000
"K2-248 b",2.57000000,7.13000000,7.17256000000,886.00,5528.00,0.920000,0.880000
"K2-276 b",3.77000000,13.70000000,18.71826900000,583.00,5139.00,0.850000,0.820000
"HD 102956 b",13.80000000,305.11680000,6.49470000000,1804.96,4985.00,4.550000,1.660000
"HD 108863 b",13.30000000,767.24162000,437.70000000000,490.51,4878.00,5.740000,1.590000
"HATS-46 b",10.12172700,54.98459000,4.74237290000,1054.00,5495.00,0.853000,0.917000
"HATS-7 b",6.31066700,38.13960000,3.18531500000,1084.00,4985.00,0.815000,0.849000
"K2-252 b",1.74000000,3.68000000,13.81513000000,639.00,5152.00,0.820000,0.790000
"K2-188 c",2.83000000,8.40000000,7.81025300000,1026.00,5977.00,1.190000,1.060000
"HD 131496 b",13.40000000,572.09400000,896.00000000000,347.30,4846.00,4.440000,1.340000
"HD 1502 b",13.20000000,874.03250000,428.50000000000,458.89,4947.00,4.670000,1.460000
"NGTS-3 A b",16.58932000,756.43540000,1.67537280000,1434.44,5600.00,0.930000,1.017000
"K2-254 b",1.63000000,3.29000000,4.09639000000,791.00,4629.00,0.670000,0.710000
"K2-192 b",1.52000000,2.92000000,4.16281700000,939.00,5222.00,0.810000,0.900000
"K2-239 c",1.00000000,0.97200000,7.77500000000,427.00,3420.00,0.360000,0.400000
"K2-258 b",3.00000000,9.27000000,19.09210000000,831.00,6351.00,1.310000,1.210000
"HD 70642 b",13.00000000,1239.53078730,2124.54000000000,150.52,5732.00,0.984000,1.078000
"HATS-69 b",10.59250500,183.38791000,2.22525770000,1295.70,5137.00,0.878500,0.892000
"HD 202696 b",,634.38868000,517.80000000000,492.46,5040.00,6.430000,1.910000
"HD 202696 c",,592.43512000,946.60000000000,402.69,5040.00,6.430000,1.910000
"KMT-2017-BLG-1038L b",13.40000000,640.00000000,,,,,0.370000
"HD 117618 b",8.59000000,55.30242000,25.80000000000,745.79,5990.00,1.200000,1.077000
"NGTS-4 b",3.18000000,20.60000000,1.33735080000,1650.00,5143.00,0.840000,0.750000
"K2-295 b",10.05447300,106.47305000,4.02486700000,852.00,4444.00,0.700000,0.740000
"HIP 79098 AB b",12.10000000,6515.51500000,,2450.00,9193.75,,3.750000
"Kepler-411 e",3.28000000,10.80000000,31.50972800000,503.00,4974.00,0.820000,0.870000
"Kepler-730 b",12.32990000,,6.49168280800,1219.00,5620.00,1.411000,1.047000
"K2-133 c",1.60300000,3.20000000,4.86784000000,570.60,3655.00,0.455000,0.461000
"K2-133 d",2.00300000,4.67000000,11.02454000000,734.00,3655.00,0.455000,0.461000
"HAT-P-25 b",12.72221500,180.84527000,3.65281514000,1182.00,5519.00,0.919000,1.012000
"HD 89744 b",12.60000000,2653.88050000,256.78000000000,462.62,6291.00,2.132570,1.860000
"HD 65216 c",13.40000000,645.19490000,5370.00000000000,105.87,5612.00,0.880000,0.874000
"K2-133 e",1.73000000,3.64000000,26.58410000000,296.00,3655.00,0.455000,0.461000
"EPIC 201497682 b",0.69200000,0.26000000,2.13174000000,,4991.00,0.554000,0.780000
"OGLE-2015-BLG-1670L b",4.42000000,17.90000000,,,,,0.550000
"K2-290 c",11.27625400,246.00042000,48.36685000000,676.00,6302.00,1.511000,1.194000
"HAT-P-34 b",13.41717300,1058.37390000,5.45265400000,1520.00,6442.00,1.530000,1.392000
"EPIC 201754305 d",1.03000000,1.08000000,2.71578000000,,4761.00,0.544000,0.670000
"EPIC 201833600 c",1.00000000,0.97200000,3.96151000000,,4326.00,0.634000,0.611000
"HAT-P-36 b",14.31389300,587.41340600,1.32734683000,1780.97,5620.00,1.041000,1.030000
"K2-52 b",18.00000000,,3.53505500000,2004.00,7147.00,2.192000,1.691000
"K2-53 b",2.60000000,7.27000000,12.20772000000,665.00,5263.00,0.807000,0.851000
"K2-293 b",2.45000000,6.57000000,13.12250000000,750.00,5532.00,0.947000,0.958000
"TOI-172 b",10.81668500,1722.63860000,9.47725000000,1198.00,5645.00,1.777000,1.128000
"EPIC 206024342 b",1.70000000,3.53000000,4.50756000000,,5724.00,0.823000,0.928000
"EPIC 206032309 b",1.01000000,1.01000000,2.87814000000,,3489.00,0.373440,0.221000
"HAT-P-9 b",15.61413700,238.05467000,3.92281072000,1540.00,6350.00,1.338000,1.281000
"HATS-24 b",15.63655500,718.29580000,1.34849780000,2166.00,6125.00,1.120000,1.070000
"K2-90 b",2.60000000,7.27000000,13.73331400000,502.00,4484.00,0.619000,0.629000
"K2-294 b",1.66000000,3.39000000,2.50387000000,1425.00,5612.00,1.200000,0.987000
"GJ 685 b",2.95000000,9.00000000,24.16000000000,368.84,3816.00,0.540000,0.550000
"EPIC 206317286 b",0.96000000,0.84000000,1.58252000000,,4752.00,0.669000,0.711000
"K2-308 b",9.91600000,70.60000000,3.38628000000,1213.76,6100.00,1.240000,1.090000
"Kepler-9 c",8.08000000,29.90000000,38.98530000000,523.00,5774.00,0.958000,1.022000
"K2-124 b",2.90000000,8.75000000,6.41365100000,442.00,3570.00,0.388000,0.390000
"HD 92788 b",13.00000000,1195.04080000,325.80300000000,300.27,5744.00,1.140000,1.150000
"Kepler-25 c",5.21700000,15.20000000,12.72070000000,934.00,6354.00,1.316000,1.165000
"WASP-33 b",17.85593700,665.21819000,1.21987000000,2781.70,7430.00,1.444000,1.495000
"HD 134060 c",5.91000000,29.29000000,1291.56460000000,200.67,5966.00,1.164285,1.095000
"WASP-177 b",17.71022000,161.45764000,3.07172200000,1142.00,5017.00,0.885000,0.876000
"WASP-181 b",13.27145600,95.03117000,4.51950640000,1186.00,5839.00,0.965000,1.040000
"Kepler-25 b",2.74800000,8.70000000,6.23829700000,1185.00,6354.00,1.316000,1.165000
"WASP-161 b",12.81188700,791.39670000,5.40604250000,1557.00,6400.00,1.712000,1.390000
"WASP-163 b",13.47321800,594.34210000,1.60968840000,1638.00,5500.00,1.015000,0.970000
"HD 20781 b",1.21000000,1.93000000,5.31350000000,1006.10,5256.00,0.833609,0.700000
"HD 20003 b",3.43000000,11.66000000,11.84820000000,814.93,5494.00,0.921637,0.875000
"Kepler-47 c",4.65000000,3.17000000,303.22700000000,267.82,5636.00,0.936000,0.957000
"Gl 49 b",2.24000000,5.63000000,13.85080000000,435.99,3805.00,0.511000,0.515000
"HD 21693 b",2.80000000,8.23000000,22.67860000000,656.39,5430.00,0.914378,0.800000
"HD 20781 c",2.17000000,5.33000000,13.89050000000,730.30,5256.00,0.833609,0.700000
"Kepler-47 d",7.04000000,19.02000000,187.36600000000,314.44,5636.00,0.936000,0.957000
"LSPM J2116+0234 b",3.71000000,13.30000000,14.43990000000,371.68,3475.00,0.431000,0.430000
"K2-285 e",1.95000000,10.70000000,14.76289000000,500.90,4975.00,0.787000,0.830000
"K2-285 d",2.48000000,6.50000000,10.45582000000,619.90,4975.00,0.787000,0.830000
"HD 31527 b",3.22000000,10.47000000,16.55350000000,832.20,5898.00,1.073694,0.960000
"HD 31527 d",3.46000000,11.82000000,271.67370000000,327.48,5898.00,1.073694,0.960000
"HD 21749 c",0.89200000,3.70000000,7.78993000000,701.00,4640.00,0.695000,0.730000
"HD 114729 b",13.90000000,262.20975000,1121.79000000000,237.89,5844.00,1.473000,0.936000
"K2-286 b",2.10000000,5.06000000,27.35900000000,347.00,3926.00,0.620000,0.640000
"Qatar-9 b",11.30988100,378.21770000,1.54073100000,1134.00,4309.00,0.696000,0.719000
"NGTS-5 b",12.73342400,72.78307000,3.35698660000,952.00,4987.00,0.739000,0.661000
"HD 126525 b",10.30000000,75.32571000,960.41000000000,198.47,5638.00,0.979000,0.897000
"HD 117207 b",13.40000000,669.34662514,2621.75000000000,147.20,5732.00,1.074000,1.053000
"HD 143361 b",12.90000000,1382.55357045,1039.15000000000,180.26,5507.00,0.916000,0.968000
"K2-288 B b",1.90000000,4.27000000,31.39346300000,226.36,3341.00,0.320000,0.330000
"HATS-60 b",12.92397700,210.40346000,3.56082900000,1528.00,5688.00,1.460000,1.097000
"HD 20781 e",3.83000000,14.03000000,85.50730000000,398.38,5256.00,0.833609,0.700000
"HD 45184 c",2.91000000,8.81000000,13.13540000000,884.78,5869.00,1.075139,1.030000
"HD 152079 b",13.20000000,845.74563000,2918.92000000000,147.84,5907.00,1.128000,1.147000
"HATS-62 b",11.82549500,56.89157000,3.27688370000,1237.00,5416.00,0.933000,0.896000
"HATS-63 b",13.52926300,305.11680000,3.05665270000,1398.30,5627.00,1.070000,0.931000
"HATS-70 b",15.51325600,4100.00700000,1.88823780000,2730.00,7930.00,1.881000,1.780000
"K2-264 b",2.23100000,5.61000000,5.84000200000,496.00,3660.00,0.473000,0.496000
"KMT-2016-BLG-1107L b",13.10000000,1043.00000000,,,,,0.087000
"HD 103949 b",3.35000000,11.20000000,120.87800000000,302.65,4792.00,0.753113,0.770000
"HIP 35173 b",3.61000000,12.70000000,41.51600000000,444.34,4881.00,0.773404,0.790000
"HD 23127 b",13.50000000,485.32641000,1211.17000000000,223.40,5843.00,1.490000,1.208000
"HD 25171 b",13.90000000,290.81445000,1802.29000000000,190.04,6125.00,1.230000,1.076000
"HATS-65 b",16.82470900,260.93843000,3.10516100000,1634.00,6277.00,1.310000,1.257000
