pl_name,pl_rade,pl_bmasse,pl_orbper,pl_eqt,st_teff,st_rad,st_mass
"K2-385 b",1.53900000,2.98000000,2.38086700000,,4844.00,0.761000,0.927000
"Kepler-1432 b",2.22000000,5.56000000,23.91090110000,709.00,6031.00,1.130000,1.090000
"Kepler-135 c",1.16000000,1.65000000,11.44870800000,975.00,6090.00,1.275000,1.047000
"Kepler-950 b",8.98000000,59.60000000,98.71804060000,360.00,5857.00,1.020000,1.020000
"HD 73526 b",13.10000000,978.91640000,188.30000000000,414.37,5601.00,1.530000,1.140000
"HD 207897 b",2.34302132,14.80000000,16.20166000000,581.75,5106.00,0.782700,0.820800
"Kepler-1459 b",1.36000000,2.42000000,62.86916110000,349.00,4828.00,0.740000,0.780000
"Kepler-1358 b",1.12000000,1.46000000,7.06317341000,827.00,5181.00,0.790000,0.820000
"Kepler-411 b",2.40100000,25.60000000,3.00515600000,1138.00,4974.00,0.820000,0.870000
"HD 360 b",14.00000000,238.37130525,273.10000000000,765.69,4770.00,10.860000,1.690000
"TOI-4030 b",5.84625590,28.80000000,2.50900199461,1384.00,5640.37,0.991737,0.980000
"Kepler-741 b",2.97000000,9.11000000,7.03902374000,1051.00,6129.00,1.240000,1.160000
"Kepler-1299 b",2.98000000,9.17000000,19.94008740000,588.00,5609.00,0.910000,0.940000
"Kepler-1806 b",2.35560189,6.15000000,9.03332042700,729.00,5311.00,0.788000,0.884000
"TOI-375 c",13.40000000,669.34662514,115.50000000000,596.00,5259.90,2.900000,1.441000
"Kepler-1048 b",1.61000000,3.22000000,6.92101021000,619.00,4651.00,0.700000,0.750000
"Kepler-749 b",3.10000000,9.80000000,17.31716585000,454.00,5009.00,0.750000,0.790000
"HD 102329 b",12.60000000,2593.49280000,778.09998000000,532.95,4745.00,9.820000,3.210000
"TOI-1194 b",8.71664516,120.00000000,2.31064460000,1264.29,5394.00,0.960800,0.983500
"Barnard d",0.69400000,0.26300000,2.34020000000,483.00,3195.00,0.185000,0.162000
"Kepler-1951 b",2.32107188,6.00000000,20.65780067000,728.00,5468.00,1.306000,0.923000
"HIP 114933 b",13.40000000,616.58710958,1481.60000000000,316.81,4823.00,5.270000,1.390000
"Kepler-1305 b",1.88000000,4.19000000,13.56309720000,733.00,5701.00,0.960000,0.970000
"Kepler-598 b",1.50000000,2.86000000,3.70175428000,1050.00,5307.00,0.860000,0.870000
"HD 185283 b",13.60000000,413.17692910,4060.00000000000,93.97,4848.00,0.743303,0.800000
"Kepler-1920 b",2.95415848,9.03000000,30.25410080000,660.00,6277.00,1.161000,1.239000
"HD 65216 b",13.60000000,411.58985000,577.60000000000,222.56,5612.00,0.880000,0.874000
"Kepler-954 b",2.32000000,5.99000000,16.78176602000,545.00,4990.00,0.760000,0.820000
"EPIC 206042996 c",1.20000000,1.87000000,0.35488400000,,4114.00,0.500000,0.565000
"HATS-38 b",6.88232600,23.51942000,4.37502100000,1294.00,5732.00,1.105000,0.890000
"Kepler-1388 c",2.26000000,5.73000000,5.53608151000,566.00,4098.00,0.610000,0.630000
"TIC 178172313 b",2.80405322,8.27000000,4.37318161360,,5405.59,0.843450,0.910000
"Gliese 12 b",0.93000000,0.95000000,12.76141800000,314.60,3328.00,0.265000,0.255000
"Kepler-266 c",3.89000000,14.40000000,107.72360100000,421.00,5885.00,1.028000,0.947000
"NGTS-30 b",10.40193409,305.11527072,98.29838000000,500.00,5455.00,0.913000,0.940000
"Kepler-1388 e",2.46000000,6.62000000,37.63270840000,299.00,4098.00,0.610000,0.630000
"Kepler-1311 b",1.24000000,2.07000000,11.17269940000,1019.00,5748.00,1.400000,1.050000
"Kepler-1991 c",2.57000000,7.13000000,22.79020351000,634.00,5478.00,1.053000,0.914000
"Kepler-126 d",2.50000000,54.59018723,100.28313400000,475.00,6239.00,1.358000,1.108000
"TOI-4029 b",6.73756618,36.60000000,5.88498234631,1142.00,5662.53,1.178340,1.018000
"Kepler-2001 b",1.04000000,1.12000000,1.09001100300,1402.00,5081.00,0.770000,0.864000
"Kepler-1247 b",2.33000000,6.04000000,13.71220213000,676.00,5303.00,0.820000,0.860000
"Kepler-68 e",11.20000000,86.44932670,3455.00000000000,147.35,5847.00,1.256400,1.057000
"Kepler-1406 b",1.10000000,1.37000000,11.62905828000,854.00,5892.00,1.120000,1.050000
"Kepler-1682 b",2.88940836,8.70000000,14.83340000000,694.00,5619.12,0.842301,0.990000
"Kepler-174 d",2.19000000,5.43000000,247.35373000000,212.00,4880.00,0.622000,0.602000
"Kepler-326 b",1.52000000,44.60000000,2.24832900000,1127.00,5105.00,0.801000,0.910000
"GJ 3998 d",2.34000000,6.07000000,41.78000000000,292.23,3726.00,0.500000,0.520000
"HD 205158 b",13.90000000,124.58873554,25.33798000000,963.25,6133.55,1.877410,1.160000
"HD 219134 h",12.70000000,108.06220000,2247.00000000000,117.88,4913.00,0.770000,0.794000
"K2-183 c",2.30000000,5.90000000,10.78799200000,787.00,5482.00,0.870000,0.942219
"NGTS-21 b",14.90794433,750.07504052,1.54338970000,1357.00,4660.00,0.860000,0.720000
"Kepler-1519 b",7.06000000,39.60000000,240.79893970000,342.00,5644.00,0.910000,0.940000
"TCP J05074264+2447555 b",4.72000000,20.00000000,,344.63,5805.00,1.424870,0.586000
"TOI-2459 b",2.95310000,9.03000000,19.10471800000,445.01,4195.00,0.675100,0.660000
"Kepler-784 b",1.58000000,3.12000000,31.59226460000,688.00,5674.00,1.320000,1.000000
"TOI-2641 b",18.10250383,122.68176510,4.88097400000,1387.00,6100.00,1.336000,1.160000
"Kepler-255 c",2.99000000,9.22000000,9.94604700000,807.00,5573.00,0.933000,0.867000
"HD 51608 c",3.87000000,14.31000000,95.94460000000,400.69,5358.00,0.916136,0.800000
"TIC 434398831 c",5.63000000,27.00000000,6.21029100000,1050.00,5638.00,0.909000,0.992000
"TOI-3082 b",3.66210000,13.00000000,1.92690700000,1032.78,4263.00,0.684700,0.664000
"Kepler-1037 b",1.28000000,2.18000000,1.06378867300,1650.00,5105.00,0.780000,0.820000
"TOI-2141 d",3.97000000,14.90000000,60.45000000000,491.40,5635.00,0.950000,0.896000
"HD 88133 b",13.80000000,324.18660000,3.41488400000,1762.08,5392.00,2.200000,1.260000
"TOI-1448 b",2.74900000,19.50000000,8.11224500000,426.00,3412.00,0.380000,0.372000
"TIC 294329732 b",2.07692266,4.97000000,9.75658761810,,5201.93,0.920172,0.890000
"WISPIT 2 c",17.93436912,3178.28407000,,2050.00,4530.00,1.300000,1.080000
"K2-272 b",3.13000000,9.96000000,14.45367560000,747.00,5397.00,0.830000,0.860000
"TOI-3474 b",14.67255574,193.87532827,3.87951050000,1451.00,6020.00,1.256000,1.121000
"Kepler-825 c",1.84000000,4.04000000,8.18182460000,981.00,5976.00,1.080000,1.030000
"Kepler-382 b",1.32000000,2.30000000,5.26215500000,1166.00,5600.00,0.945000,1.002000
"Kepler-266 b",2.48000000,6.71000000,6.61833000000,1066.00,5885.00,1.028000,0.947000
"Kepler-1962 b",1.21463929,1.95000000,7.99145984600,901.00,5700.00,1.006000,1.003000
"TOI-1266 d",1.74000000,3.68000000,32.50900000000,288.00,3563.00,0.423200,0.437000
"Kepler-691 b",2.09000000,5.02000000,8.11437900000,460.00,3715.00,0.500000,0.530000
"HD 142415 b",13.50000000,530.77610000,386.29999000000,283.72,5940.00,1.040000,1.070000
"WASP-167 b",17.71022000,2542.64000000,2.02195960000,2329.00,7000.00,1.790000,1.590000
"K2-412 b",2.11600000,5.13000000,5.93820000000,1100.64,5590.00,0.977000,0.893000
"Kepler-1441 b",1.31000000,2.27000000,39.44198390000,682.00,5802.00,1.000000,1.000000
"CoRoT-28 b",10.70459500,153.82972000,5.20851000000,1349.25,5150.00,1.780000,1.010000
"Kepler-88 d",13.10000000,965.14699656,1403.00000000000,158.95,5466.00,0.897000,0.990000
"Kepler-1755 b",5.91688317,29.40000000,24.81209946000,631.00,6086.00,0.921000,1.003000
"Teegarden's Star c",1.02000000,1.05000000,11.41600000000,209.00,3034.00,0.120000,0.097000
"HD 219828 b",4.59000000,19.06970442,3.83483000000,1602.83,5891.00,1.560000,1.040000
"Kepler-835 b",2.79000000,8.20000000,11.41909375000,921.00,5954.00,1.110000,1.080000
"Kepler-1666 c",3.23564749,10.50000000,40.71570000000,578.00,6293.00,1.145860,1.230000
"Kepler-1143 b",1.67000000,3.43000000,2.88890484900,976.00,5053.00,0.770000,0.810000
"KOI-4777.01",0.51000000,99.20000000,0.41200000000,1180.00,3515.00,0.400000,0.410000
"Kepler-79 d",7.15000000,5.30000000,52.08970000000,592.00,6389.00,1.316000,1.244000
"Kepler-190 b",1.56000000,3.05000000,2.01999900000,1166.00,5106.00,0.795000,0.834000
"NGTS-17 b",13.89913607,242.82090295,3.24253000000,1457.00,5650.00,1.337000,1.025000
"Kepler-354 c",1.31000000,2.27000000,16.93440200000,508.00,4648.00,0.674000,0.652000
"TIC 198190129 b",2.92284949,8.87000000,7.94804910667,,4377.53,0.640675,0.638000
"Kepler-1933 b",1.17984089,1.76000000,4.94329023400,1058.00,5661.00,1.008000,0.964000
"OGLE-2014-BLG-0676L b",13.10000000,988.44634577,,,,,0.600000
"Kepler-1041 b",2.94000000,8.96000000,24.75764210000,644.00,5957.00,1.080000,1.060000
"KIC 10525077 b",5.50000000,25.90000000,854.08300000000,,6091.00,1.010000,1.010000
"K2-70 b",2.89000000,8.70000000,13.97896000000,783.99,5622.00,0.930000,0.940000
"TOI-5704 b",3.22740000,10.50000000,3.77111600000,949.07,4590.00,0.757500,0.730000
"HATS-4 b",11.43300000,420.47100000,2.51672900000,1315.00,5403.00,0.925000,1.001000
"Kepler-121 b",2.34000000,6.08000000,3.17742200000,997.00,5311.00,0.701000,0.859000
"HD 163607 b",13.90000000,249.05158800,75.22030000000,587.13,5522.00,1.760000,1.120000
"TOI-1453 b",1.17300000,2.32000000,4.31352250000,944.20,4975.00,0.720000,0.715000
"Kepler-395 c",1.32000000,2.30000000,34.98926200000,341.00,4262.00,0.556000,0.622827
"Kepler-1965 b",1.35415138,2.40000000,41.86869812000,492.00,5852.00,0.837000,0.928000
"DMPP-8 b",10.80000000,81.09000000,62.91500000000,579.70,6009.00,1.240000,0.990000
"Kepler-501 b",4.30000000,17.10000000,5.64067757200,1125.00,5904.00,1.040000,1.030000
"TOI-892 b",11.99363000,301.93850000,10.62656000000,1397.00,6261.00,1.390000,1.280000
"Kepler-1898 b",0.93353523,0.76000000,4.76562023200,1167.00,5702.00,1.125000,0.837000
"Kepler-1274 b",1.42000000,2.60000000,6.98152703000,1384.00,6179.00,2.170000,1.450000
"G 9-40 b",1.90000000,4.00000000,5.74599820000,440.60,3395.00,0.302600,0.295200
"K2-46 b",2.05000000,4.86000000,19.15410000000,889.00,6256.00,1.290000,0.960000
"K2-199 c",2.85000000,12.40000000,7.37448970000,694.00,4491.00,0.682000,0.711000
"TOI-2005 b",11.99360935,2034.10180480,17.30590400000,1221.39,7130.00,2.020000,1.590000
"Kepler-1065 b",3.73000000,13.40000000,3.60930890700,1092.00,5635.00,0.930000,0.940000
"TOI-7394 B b",11.50000000,668.74000000,1.25299500000,986.00,3717.00,0.609000,0.624000
"TOI-5811 B b",21.96960217,257.44100967,6.25663000000,1530.00,4840.00,3.730000,1.080000
"HD 112300 b",12.20000000,5031.22368281,466.63000000000,1240.35,3657.00,65.800000,1.400000
"TOI-5614 b",3.21759316,10.40000000,4.17221328949,817.00,4553.00,0.734919,0.674000
"Kepler-793 b",1.37000000,2.45000000,4.24153639000,1177.00,5745.00,0.970000,0.980000
"Kepler-307 c",2.20000000,3.64000000,13.07290000000,739.00,5367.00,0.814000,0.907000
"Kepler-613 b",2.29000000,5.86000000,15.77979614000,713.00,5723.00,0.960000,0.980000
"K2-138 g",3.01300000,4.32000000,41.96797000000,445.00,5356.30,0.863000,0.935000
"HD 128311 b",13.50000000,562.24127000,453.01900000000,200.47,4965.00,0.760000,0.828000
"Kepler-20 b",1.77300000,9.70000000,3.69610490000,1187.00,5495.00,0.916400,0.929000
"Kepler-1634 b",3.19000000,10.30000000,374.87623900000,282.00,5474.00,0.890000,0.920000
"Kepler-445 d",1.25000000,2.10000000,8.15275000000,305.00,3157.00,0.210000,0.180000
"Kepler-1701 b",2.22186207,5.57000000,169.13400000000,273.00,5146.00,0.840217,0.870000
"Kepler-1835 b",3.53387773,12.20000000,11.96409988000,808.00,5903.00,0.961000,0.922000
"Kepler-1024 b",3.91000000,14.50000000,66.41621330000,376.00,5143.00,0.780000,0.810000
"Kepler-1545 b",2.70000000,7.75000000,163.69234900000,274.00,5201.00,0.800000,0.840000
"Kepler-1774 b",3.18179549,10.20000000,59.77080154000,522.00,6214.00,1.122000,1.101000
"KOBE-1 b",2.91000000,8.80000000,8.53990000000,594.40,4135.00,0.619000,0.629000
"Kepler-1852 b",1.88610592,4.22000000,7.97094011300,760.00,5237.00,0.826000,0.927000
"Kepler-1196 b",2.23000000,5.60000000,66.18490310000,436.00,5756.00,0.970000,0.980000
"TOI-1221 b",2.91000000,1112.39942450,91.68278000000,440.00,5592.00,1.031000,0.930000
"Kepler-324 c",3.15000000,6.20000000,51.80561200000,410.00,5194.00,0.840000,0.901000
"Kepler-1122 b",2.04000000,4.82000000,42.19173570000,526.00,5544.00,0.890000,0.920000
"Kepler-1826 b",1.47519116,2.78000000,1.61536002200,806.00,3821.00,0.486000,0.490000
"HD 134606 c",3.37000000,11.31000000,58.88300000000,527.65,5576.00,1.158000,1.046000
"TIC 150070085 b",3.62000000,12.80000000,10.47423000000,945.06,5999.00,1.086000,1.160000
"HIP 75092 b",13.50000000,568.91284853,926.40000000000,353.19,4891.00,4.530000,1.280000
"Kepler-828 b",1.51000000,2.89000000,0.56785713600,1848.00,5039.00,0.770000,0.810000
"CoRoT-8 b",6.39000000,69.92000000,6.21229000000,870.00,5080.00,0.770000,0.880000
"HD 39091 b",12.30000000,4481.38053870,2088.80000000000,172.74,5998.00,1.170000,1.070000
"K2-136 b",1.01400000,4.30000000,7.97525000000,610.00,4500.00,0.677000,0.742000
"K2-136 c",3.00000000,18.10000000,17.30723000000,470.00,4500.00,0.677000,0.742000
"K2-136 d",1.56500000,3.00000000,25.57500000000,420.00,4500.00,0.677000,0.742000
"pi Men c",2.01890000,3.63000000,6.26783990000,1169.80,5998.00,1.170000,1.070000
"LHS 1815 b",1.08800000,1.58000000,3.81433400000,617.00,3643.00,0.501000,0.502000
"HIP 67522 b",9.98720180,71.40000000,6.95947310000,1175.00,5675.00,1.380000,1.220000
"HD 5278 b",2.45000000,7.80000000,14.33915600000,943.00,6203.00,1.194000,1.126000
"HD 5278 c",4.49000000,18.40000000,40.87000000000,664.95,6203.00,1.194000,1.126000
"TOI-1062 b",2.26500000,10.15000000,4.11296000000,1077.00,5328.00,0.840000,0.940000
"TOI-1062 c",3.10000000,9.78000000,7.97200000000,859.00,5328.00,0.840000,0.940000
"TOI-2285 b",1.77000000,19.50000000,13.63510900000,358.00,3491.00,0.464000,0.454000
"TOI-2109 b",15.09849700,1595.49860314,0.67247414000,3646.00,6540.00,1.698000,1.453000
"pi Men d",3.72000000,13.38000000,124.64000000000,443.55,5998.00,1.190000,1.070000
"TOI-1107 b",14.57167491,1064.72516345,4.07823870000,1728.00,6311.00,1.810000,1.350000
"TOI-707 b",2.41600000,6.42000000,52.79918000000,491.70,5424.00,0.978000,0.990000
"TOI-907.01",9.61588510,67.00000000,4.58491290000,1846.60,6272.00,2.059789,1.069357
"LHS 475 b",0.99100000,0.94100000,2.02908800000,586.00,3300.00,0.278900,0.262000
"TOI-912 b",1.93000000,5.10000000,4.67806910000,551.00,3572.00,0.419000,0.418000
"TOI-913 b",2.45280000,6.59000000,11.09864400000,712.01,4969.00,0.732500,0.820000
"TOI-1105 b",3.05823658,9.58000000,10.86818410933,756.37,4678.46,0.755833,0.740000
"TOI-1230.01",2.38627705,6.29000000,25.05734661842,1046.51,5696.00,1.152810,1.140000
"TOI-2322 c",1.87400000,18.10000000,20.22552800000,496.80,4664.00,0.662000,0.703000
"TOI-2322 b",0.99400000,2.31000000,11.30717000000,603.10,4664.00,0.662000,0.703000
"TOI-3353.01",2.66675550,7.59000000,4.66579650000,1264.36,6365.00,1.020700,1.332089
"NGTS-26 b",14.88552637,92.80589484,4.51992790000,1331.00,5550.00,1.160000,0.960000
"TIC 46432937 b",13.31626907,1017.05090240,1.44044527000,872.00,3572.00,0.529900,0.563000
"HIP 67522 c",7.93595834,48.30000000,14.33489200000,917.00,5675.00,1.380000,1.220000
"Kepler-103 c",5.45390000,58.47000000,179.60978000000,434.00,6047.00,1.492000,1.212000
"Kepler-546 b",7.00000000,39.10000000,4.14702025800,1258.00,5967.00,1.150000,1.110000
"Kepler-103 b",3.48570000,11.67000000,15.96532870000,973.00,6047.00,1.492000,1.212000
"Kepler-433 b",16.25000000,896.24000000,5.33408384000,1776.00,6360.00,2.260000,1.460000
"Kepler-1976 b",12.21000000,,4.95931924400,1103.00,5712.00,1.082000,0.976000
"Kepler-1157 b",1.09000000,1.32000000,4.45743164000,732.00,4679.00,0.710000,0.760000
"Kepler-1610 b",1.61000000,3.22000000,8.70181574000,750.00,5383.00,0.870000,0.910000
"Kepler-1245 c",1.44000000,2.67000000,2.93658468100,1190.00,5306.00,0.830000,0.860000
"Kepler-297 d",32.60000000,,150.01895110000,325.00,5618.00,0.897000,0.846000
"Kepler-431 b",0.76400000,0.37000000,6.80300000000,1032.00,6004.00,1.092000,1.071000
"DMPP-4 b",3.53000000,12.20000000,3.49820000000,1645.69,6400.00,1.380000,1.250000
"Kepler-184 d",2.49000000,6.76000000,29.02235800000,559.00,5788.00,0.873000,0.872000
"Kepler-1140 b",2.77000000,8.10000000,24.08627070000,500.00,4850.00,0.730000,0.760000
"TOI-1799 b",1.64200000,4.00000000,7.09457086500,922.72,5690.00,0.957000,1.010000
"Kepler-1696 b",2.80982017,8.29000000,65.94090000000,454.00,5712.00,1.198110,1.020000
"Kepler-928 b",1.59000000,3.15000000,3.93246130200,894.00,4700.00,0.700000,0.730000
"Kepler-153 c",2.53000000,6.94000000,46.90232000000,458.00,5404.00,0.892000,0.756000
"HD 73256 c",12.20000000,5085.25451200,2690.00000000000,133.92,5570.00,0.944723,1.000000
"HD 175541 b",14.10000000,190.06234000,298.43000000000,501.11,5013.00,4.190000,1.390000
"HD 219134 g",3.28000000,10.80622000,94.20000000000,339.34,4913.00,0.770000,0.794000
"Kepler-708 b",2.93000000,8.91000000,3.16789193800,1221.00,5692.00,0.960000,0.970000
"WASP-54 b",17.71022000,187.51970000,3.69364000000,1759.00,6100.00,1.760000,1.080000
"K2-250 b",2.71257333,7.81000000,4.01392000000,1003.00,5003.00,0.797000,0.809000
"Kepler-1325 b",2.86000000,8.55000000,33.87868380000,564.00,5550.00,0.910000,0.930000
"Kepler-703 b",8.20000000,51.10000000,4.58352175600,1038.00,6185.00,1.270000,1.180000
"TOI-1533 c",7.50000000,36.60000000,8.06379260000,628.00,5146.00,0.849000,0.880000
"Kepler-957 b",5.50000000,25.90000000,5.90741353700,769.00,4963.00,0.750000,0.810000
"TOI-3856 b",13.59649359,171.62733978,2.04360352000,1544.00,5622.00,1.055000,1.096000
"Kepler-1740 b",3.32321414,11.00000000,8.17240047500,858.00,5705.00,0.905000,0.943000
"Kepler-176 d",2.51000000,1.72000000,25.75197400000,501.00,5232.00,0.891000,0.860000
"K2-150 b",2.00000000,4.66000000,10.59357000000,413.19,3499.00,0.436000,0.457000
"Kepler-307 b",2.43000000,7.44000000,10.42080000000,797.00,5367.00,0.814000,0.907000
"Kepler-755 c",1.26000000,2.13000000,2.85313364400,1016.00,5043.00,0.770000,0.820000
"Kepler-607 c",2.76001201,8.05000000,39.67679977000,473.00,5244.00,0.888000,0.808000
"TOI-540 b",0.90300000,0.67400000,1.23914910000,611.00,3216.00,0.189500,0.159000
"K2-320 b",2.62000000,7.37000000,1.99500000000,698.00,3157.00,0.300000,0.117000
"Kepler-1523 b",1.58000000,3.12000000,0.93875077000,1676.00,5708.00,0.960000,0.970000
"GJ 463 b",13.10000000,1080.61658380,3459.00000000000,63.55,3563.00,0.483000,0.486000
"Kepler-62 c",0.54000000,4.00000000,12.44170000000,578.00,4925.00,0.640000,0.690000
"HD 222582 b",12.60000000,2660.23710000,572.38000000000,256.39,5790.00,1.130000,1.120000
"Kepler-210 c",3.62000000,12.80000000,7.97251300000,497.00,4559.00,0.650000,0.770000
"Kepler-1551 b",2.66000000,7.56000000,24.49736980000,722.00,6136.00,1.220000,1.140000
"TIC 188624430 b",3.64811843,12.90000000,6.21860433132,,5369.46,0.786574,0.929000
"Kepler-1174 b",1.59000000,3.15000000,6.89225223000,1156.00,5936.00,1.040000,1.040000
"Kepler-269 c",1.69000000,3.50000000,8.12789900000,875.00,5847.00,0.959000,0.920000
"Kepler-607 b",0.87000000,0.59000000,0.63816320400,1874.00,5196.00,0.800000,0.840000
"Kepler-1981 b",9.23000000,62.50000000,453.54212000000,390.00,5874.00,3.006000,1.519000
"TOI-6041 c",10.50000000,77.90000000,88.00000000000,403.50,5445.00,0.879000,0.885000
"HD 109833 c",2.59000000,7.22000000,13.90014800000,756.70,5881.00,1.000000,1.080000
"Kepler-1082 b",1.12000000,1.46000000,1.54320660400,1827.00,5923.00,1.140000,1.030000
"Kepler-431 d",1.11000000,1.41000000,11.92200000000,856.00,6004.00,1.092000,1.071000
"WASP-170 b",12.28506400,508.52800000,2.34478022000,1422.00,5600.00,0.938000,0.930000
"K2-74 b",2.31000000,5.95000000,19.56660000000,772.58,6060.00,0.980000,0.960000
"TOI-1246 d",3.43139739,5.40000000,18.65487400000,587.77,5213.00,0.864900,0.888900
"Kepler-372 d",1.69000000,3.50000000,30.09256800000,660.00,6509.00,1.137000,1.202000
"HD 25723 b",13.30000000,794.57101750,457.01000000000,698.40,4766.00,13.760000,2.120000
"TOI-7155 b",2.40821473,6.38000000,3.89489711981,914.00,4673.03,0.670748,0.755000
"Kepler-84 b",2.23000000,40.00000000,8.72600000000,985.00,6039.00,1.430000,1.000000
"Kepler-1555 b",1.61000000,3.22000000,8.10501635000,959.00,5866.00,1.060000,1.040000
"Kepler-1725 b",2.81251770,8.31000000,16.71990013000,767.00,6020.00,1.085000,1.049000
"TOI-2104 b",1.52898127,2.95000000,5.90437045700,846.00,4856.13,0.723757,0.800000
"Kepler-120 b",2.15000000,8.50000000,6.31250100000,575.00,4096.00,0.534000,0.654000
"Kepler-627 b",3.73000000,13.40000000,40.69944430000,685.00,6424.00,1.490000,1.300000
"Kepler-1326 b",4.18000000,16.30000000,42.35142670000,938.00,6725.00,1.740000,1.450000
"TOI-1184 b",2.39000000,6.80000000,5.74843380300,715.47,4534.00,0.690000,0.710000
"G 192-15 b",1.02000000,1.03000000,2.27476000000,453.60,2999.00,0.170718,0.132000
"HATS-61 b",13.39475500,1080.62200000,7.81795300000,1226.10,5542.00,1.664000,1.076000
"Kepler-684 b",3.36000000,11.20000000,6.77030200800,812.00,5493.00,0.860000,0.890000
"WASP-159 b",15.46842000,174.80650000,3.84040100000,1850.00,6120.00,2.110000,1.410000
"K2-26 b",2.67000000,7.61000000,14.56650000000,430.00,3785.00,0.520000,0.560000
"TIC 9344899 b",9.16000000,6170.00000000,8.58215660000,923.00,5800.00,1.060000,0.980000
"WASP-194 b",15.47960235,373.13054982,3.18338700000,1693.00,6405.00,1.409000,1.290000
"Kepler-1956 b",1.08940238,1.32000000,5.94371986400,674.00,4391.00,0.682000,0.671000
"K2-335 b",2.21000000,5.52000000,12.28321100000,949.00,6222.00,1.330000,1.230000
"Kepler-352 c",1.24000000,2.07000000,16.33299500000,591.00,5212.00,0.781000,0.798000
"Kepler-1175 b",2.99000000,9.22000000,37.94563000000,515.00,5453.00,0.860000,0.900000
"TOI-2453 b",3.24380341,10.60000000,4.44143463188,550.78,3720.23,0.502498,0.500519
"TOI-3523 A b",15.97279750,435.42491759,2.30458952000,1984.00,6450.00,1.448000,1.131000
"Kepler-1586 b",1.52000000,2.92000000,15.60492120000,1013.00,6681.00,1.750000,1.450000
"Kepler-30 b",3.90000000,11.30000000,29.33434000000,524.00,5498.00,0.950000,0.990000
"Kepler-1285 b",0.97000000,0.87100000,14.79674580000,874.00,6170.00,1.280000,1.200000
"NGTS-10 b",13.89913607,687.14846000,0.76689440000,1508.00,4567.00,0.700000,0.696000
"TOI-6158 b",10.40000000,135.00000000,3.04468990000,636.00,3467.00,0.476000,0.503000
"Kepler-361 c",2.52000000,6.90000000,55.18802300000,568.00,6169.00,1.343000,1.191000
"TOI-5728 b",1.31000000,2.27000000,11.49761000000,382.00,3419.00,0.370000,0.360000
"Kepler-568 b",2.26000000,5.73000000,11.02347475000,429.00,3768.00,0.530000,0.550000
"Kepler-1923 b",1.95958179,4.50000000,52.60969925000,553.00,5881.00,1.294000,1.109000
"Kepler-1208 b",2.32000000,5.99000000,11.08507637000,665.00,5001.00,0.760000,0.800000
"Kepler-406 c",0.85000000,2.71000000,4.62332000000,1050.00,5538.00,1.070000,1.070000
"Kepler-1910 b",1.18400000,1.78000000,5.68876981700,645.00,4234.00,0.639000,0.636000
"Kepler-1655 b",2.21300000,5.40000000,11.87287870000,938.00,6148.00,1.030000,1.030000
"HD 191939 g",3.74000000,13.50000000,284.00000000000,278.00,5348.00,0.940000,0.810000
"HD 87816 c",12.40000000,3877.50656540,7596.00000000000,226.65,4989.00,9.000000,2.410000
"Kepler-185 c",2.02000000,4.74000000,20.72904200000,530.00,5208.00,0.806000,0.763000
"Kepler-738 b",2.50000000,6.80000000,24.58721573000,530.00,5327.00,0.820000,0.860000
"TOI-1883 b",5.65000000,13.70000000,4.50800000000,544.00,3554.00,0.506000,0.495000
"Kepler-658 b",1.63000000,3.29000000,1.28707676200,871.00,4103.00,0.600000,0.630000
"HD 235088 b",1.98200000,4.15000000,7.43413250000,805.00,5075.00,0.772000,0.849000
"Kepler-93 b",1.47800000,4.66000000,4.72673978000,1133.00,5669.00,0.919000,0.911000
"Kepler-596 b",3.46000000,11.80000000,21.30022655000,725.00,6267.00,1.320000,1.210000
"K2-174 b",2.60000000,7.27000000,19.56230700000,455.00,4455.00,0.676000,0.700000
"Kepler-1357 b",1.28000000,2.18000000,3.00913240000,1177.00,5597.00,0.900000,0.930000
"Kepler-1807 b",2.70393215,7.77000000,10.86060047000,1108.00,6455.00,1.496000,1.087000
"GJ 3378 b",1.32000000,2.30000000,21.45000000000,272.00,3340.00,0.275000,0.262000
"Kepler-256 b",1.59000000,3.15000000,1.62049300000,1681.00,5551.00,1.301000,1.037000
"NGTS-31 b",18.04645893,355.96781584,4.16273400000,1410.00,5710.00,1.700000,0.960000
"TOI-2525 c",10.13291855,208.81326340,49.25190000000,399.96,5096.00,0.785000,0.849000
"Kepler-574 b",2.39000000,6.30000000,7.65880414000,858.00,5612.00,0.910000,0.950000
"Kepler-1062 b",1.76000000,3.75000000,9.30412078000,583.00,4597.00,0.700000,0.750000
"HD 28185 c",12.80000000,1906.97044200,9090.00000000000,94.85,5602.00,1.048000,0.974000
"Kepler-725 c",3.08000000,9.70000000,207.54100000000,268.00,5395.00,0.880000,0.950000
"K2-317 b",2.93000000,8.91000000,6.22000000000,432.00,3387.00,0.379000,0.403000
"Kepler-1375 b",1.74000000,3.68000000,3.30041920000,1543.00,6704.00,1.780000,1.470000
"TOI-6478 b",4.60000000,19.20000000,34.00501900000,204.40,3230.00,0.234000,0.230000
"Kepler-1338 b",0.92000000,0.72100000,0.93511805700,2124.00,5909.00,1.050000,1.040000
"WASP-59 b",8.68700000,274.27600000,7.91958500000,670.00,4650.00,0.613000,0.719000
"K2-63 c",3.90000000,14.50000000,25.45560000000,958.85,6771.00,1.630000,1.400000
